index,src,tar
2,풀인걸로,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,목에걸리는,tannic
2,덜신걸로,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,달콤하고,sweet
2,맛에,-
3,풀하고,bold
4,느낌으로,-
5,신걸로,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,안달달한거로,sweet
4,적당한무게,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,만이하,-
9,,-
1,안달달한걸로,sweet
2,와인,-
3,중에,-
4,새콤한걸로,acidic
5,육만대의,-
6,와인,-
7,추천해줘,-
8,,-
1,조금시큼하고,acidic
2,와인,-
3,중에서,-
4,60만원쯤의,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,해비한거로,bold
9,,-
10,,-
1,화이트와인,category
2,에,-
3,해비한거로,bold
4,느낌을,-
5,주는,-
6,덜단것으로,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,달콤하며,sweet
4,와인,-
5,중에,-
6,세콤했으면,acidic
7,맛의,-
8,레드와인,category
9,와인,-
10,보여줘,-
1,60만대,-
2,덜단,sweet
3,맛,-
4,좀,-
5,내는,-
6,레드와인,category
7,와인,-
1,신맛,acidic
2,와인으로,-
3,바디감이높은,bold
4,느낌을,-
5,주는,-
6,화이트와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,안무거운걸로,bold
4,느낌있는,-
5,삼십만원,-
6,넘어도,-
7,와인,-
8,화이트와인,category
9,로,-
10,추천해줘,-
11,,-
1,레드와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,산도없는,acidic
7,맛나는,-
8,100000원,-
9,이하,-
10,와인,-
1,달지않게,sweet
2,맛에,-
3,안무거운거로,bold
4,느낌으로,-
5,쓰지않은거로,tannic
6,추천해줘,-
7,,-
1,적당히달달한,sweet
2,맛에,-
3,탄닌감이낮은,tannic
4,느낌으로,-
5,신,acidic
6,추천해줘,-
7,,-
1,스위트하며,sweet
2,맛에,-
3,15만원쯤,-
4,느낌으로,-
5,덜쓴거,tannic
6,추천해줘,-
7,,-
1,쓰지않으며,tannic
2,맛에,-
3,부드러운,bold
4,느낌으로,-
5,안시게,acidic
6,추천해줘,-
7,,-
1,견고한,bold
2,맛에,-
3,씁쓸하지않고,tannic
4,느낌으로,-
5,5만원,-
6,넘어도,-
7,추천해줘,-
8,,-
1,시큼하고,acidic
2,맛에,-
3,매끄럽게넘어가는,tannic
4,느낌으로,-
5,오만원쯤,-
6,추천해줘,-
7,,-
1,안단,sweet
2,진한걸로,bold
3,느낌,-
4,있는,-
5,산미가조금있는,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,안단거,sweet
2,마실,-
3,때,-
4,가벼운,bold
5,느낌,-
6,주는,-
7,오십만이하,-
8,의,-
9,화이트와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,달지않게,sweet
2,화이트와인,category
3,와인인데,-
4,안시게,acidic
5,30만원쯤의,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,새콤하게,acidic
5,레드와인,category
6,와인으로,-
7,헤비,bold
8,30000대,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,스위트하며,sweet
4,목,-
5,넘김은,-
6,적당한바디감이있는,bold
7,느낌으로,-
8,조금신,acidic
9,오십만원,-
10,어치,-
11,와인,-
12,추천해줘,-
13,,-
1,안달달한거로,sweet
2,끈적하고,bold
3,느낌,-
4,있는,-
5,신맛이있는,acidic
6,안쓰고,tannic
7,와인,-
8,있을까,-
1,안달게,sweet
2,해비한거,bold
3,느낌,-
4,있는,-
5,탄닌이있는,tannic
6,육십만원쯤,-
7,와인,-
8,있을까,-
1,적당히달달한,sweet
2,타닌이없는,tannic
3,느낌,-
4,있는,-
5,산미없는,acidic
6,7만원대의,-
7,와인,-
8,있을까,-
1,안쓰고,tannic
2,적당한바디감이있는,bold
3,느낌,-
4,있는,-
5,시며,acidic
6,40000원대의,-
7,와인,-
8,있을까,-
1,산미있는,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,달지않게,sweet
6,바디감은,-
7,풀바디였으면,bold
8,추천해줘,-
9,가격은,-
10,20만보다,-
11,저렴한,-
12,,-
1,세콤했으면,acidic
2,부드럽게넘어가는,tannic
3,느낌의,-
4,당도는,-
5,달콤하고,sweet
6,바디감은,-
7,진한,bold
8,추천해줘,-
9,가격은,-
10,400000원보다,-
11,비싼,-
12,,-
1,맛있는,-
2,와인,-
3,추천해줘,-
1,화이트와인,category
2,와인,-
3,추천해줘,-
1,달달하지않았으면,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,가벼운거로,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,새콤하고,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,200000원보다,-
5,저렴한,-
6,와인,-
7,좀,-
8,추천해줘,-
1,쓴거,tannic
2,와인,-
3,추천해줘,-
1,드라이하게,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,화이트와인,category
6,,-
1,레드와인,category
2,와인,-
3,중에,-
4,청량하며,bold
5,와인,-
6,있어,-
1,산미가있는,acidic
2,화이트와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,60000원쯤의,-
4,화이트와인,category
5,와인,-
6,추천,-
1,화날,-
2,때,-
3,먹을,-
4,달짝지근한걸로,sweet
5,라이트했으면,bold
6,와인,-
7,있어,-
8,,-
1,산더낮은,acidic
2,400000원,-
3,취하지,-
4,않게,-
5,기분만,-
6,낼,-
7,수,-
8,있는,-
9,와인,-
10,추천해줘,-
11,,-
1,산미가살짝있는,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,달지않은,sweet
6,,-
1,달달,sweet
2,삼십만원대의,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,상쾌하게,bold
2,느낌을,-
3,주는,-
4,시지않았으면,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,묵직한,bold
4,느낌의,-
5,십만원,-
6,넘어도,-
7,와인,-
8,추천해줘,-
9,,-
1,탄닌감이보통인,tannic
2,당도가낮은,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안떫은거로,tannic
2,10000원보다,-
3,낮은,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,타닌감이없는,tannic
2,풀로,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안떫은거로,tannic
2,시지않으며,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,많이단,sweet
2,맛에,-
3,상쾌,bold
4,느낌으로,-
5,시고,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,달달하고,sweet
4,해비,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,80000원이하,-
9,,-
1,달달한거,sweet
2,와인,-
3,중에,-
4,상큼한거로,acidic
5,사만원,-
6,와인,-
7,추천해줘,-
8,,-
1,상큼,acidic
2,와인,-
3,중에서,-
4,15만원보다,-
5,낮은,-
6,추천,-
7,해줄래,-
8,바디감은,-
9,가벼운걸로,bold
10,,-
11,,-
1,화이트와인,category
2,에,-
3,단단한,bold
4,느낌을,-
5,주는,-
6,달달하지않은거로,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,달지않으며,sweet
4,와인,-
5,중에,-
6,시큼한거,acidic
7,맛의,-
8,레드와인,category
9,와인,-
10,보여줘,-
1,사만원쯤의,-
2,달달한거,sweet
3,맛,-
4,좀,-
5,내는,-
6,화이트와인,category
7,와인,-
1,시고,acidic
2,와인으로,-
3,진한걸로,bold
4,느낌을,-
5,주는,-
6,화이트와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,무거운거로,bold
4,느낌있는,-
5,100000원쯤,-
6,와인,-
7,레드와인,category
8,로,-
9,추천해줘,-
10,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,시큼한,acidic
7,맛나는,-
8,사십만보다,-
9,저렴한,-
10,와인,-
1,안단,sweet
2,맛에,-
3,안무겁고,bold
4,느낌으로,-
5,쌉쓰름하고,tannic
6,추천해줘,-
7,,-
1,드라이한거로,sweet
2,맛에,-
3,쌉싸름한,tannic
4,느낌으로,-
5,시지않은거로,acidic
6,추천해줘,-
7,,-
1,달콤한,sweet
2,맛에,-
3,2만원보다,-
4,저렴한,-
5,느낌으로,-
6,떫지않았으면,tannic
7,추천해줘,-
8,,-
1,덜떫은,tannic
2,맛에,-
3,상쾌하고,bold
4,느낌으로,-
5,시지않은거로,acidic
6,추천해줘,-
7,,-
1,무거운거,bold
2,맛에,-
3,쓴,tannic
4,느낌으로,-
5,400000원,-
6,넘어도,-
7,추천해줘,-
8,,-
1,조금시큼한걸로,acidic
2,맛에,-
3,덜쓴거,tannic
4,느낌으로,-
5,4만대의,-
6,추천해줘,-
7,,-
1,적당히단,sweet
2,라이트했으면,bold
3,느낌,-
4,있는,-
5,산미낮은,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,달지않으며,sweet
2,마실,-
3,때,-
4,상쾌하게,bold
5,느낌,-
6,주는,-
7,8만원쯤의,-
8,의,-
9,화이트와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,달지않게,sweet
2,레드와인,category
3,와인인데,-
4,상큼하고,acidic
5,2만원,-
6,이하,-
7,와인,-
8,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,산미가살짝있는,acidic
5,레드와인,category
6,와인으로,-
7,무겁지않은,bold
8,십만원,-
9,이하,-
10,추천해줘,-
1,간단하게,-
2,마실,-
3,달달하고,sweet
4,목,-
5,넘김은,-
6,진한거,bold
7,느낌으로,-
8,산미가살짝있는,acidic
9,15만보다,-
10,저렴한,-
11,와인,-
12,추천해줘,-
13,,-
1,달지않게,sweet
2,라이트한,bold
3,느낌,-
4,있는,-
5,조금시큼하며,acidic
6,부드럽게넘어가는,tannic
7,와인,-
8,있을까,-
1,달짝지근한거로,sweet
2,해비한거로,bold
3,느낌,-
4,있는,-
5,많이떫은,tannic
6,오만대의,-
7,와인,-
8,있을까,-
1,달짝지근,sweet
2,쓰지않고,tannic
3,느낌,-
4,있는,-
5,조금시큼하고,acidic
6,20만원,-
7,넘어도,-
8,와인,-
9,있을까,-
1,덜쓰고,tannic
2,풀인거,bold
3,느낌,-
4,있는,-
5,신맛,acidic
6,60000대의,-
7,와인,-
8,있을까,-
1,신거,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,적당히달은,sweet
6,바디감은,-
7,라이트하며,bold
8,추천해줘,-
9,가격은,-
10,500000원,-
11,넘어도,-
12,,-
1,안시고,acidic
2,스파이시한,tannic
3,느낌의,-
4,당도는,-
5,달달하지않은거로,sweet
6,바디감은,-
7,상쾌한,bold
8,추천해줘,-
9,가격은,-
10,삼만원대,-
11,,-
1,아무,-
2,와인이나,-
3,추천해줘,-
1,화이트와인,category
2,와인,-
3,추천해줘,-
1,당도낮은,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,라이트하고,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,산미가높은,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,15만원보다,-
5,낮은,-
6,와인,-
7,좀,-
8,추천해줘,-
1,떫은,tannic
2,와인,-
3,추천해줘,-
1,달짝지근한,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,화이트와인,category
6,,-
1,화이트와인,category
2,와인,-
3,중에,-
4,풀인거로,bold
5,와인,-
6,있어,-
1,산더낮은,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,15만보다,-
4,저렴한,-
5,레드와인,category
6,와인,-
7,추천,-
1,화날,-
2,때,-
3,먹을,-
4,드라이,sweet
5,가벼운거로,bold
6,와인,-
7,있어,-
8,,-
1,안신,acidic
2,이만원보다,-
3,저렴한,-
4,취하지,-
5,않게,-
6,기분만,-
7,낼,-
8,수,-
9,있는,-
10,와인,-
11,추천해줘,-
12,,-
1,덜신걸로,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,보통닷맛,sweet
6,,-
1,덜단거로,sweet
2,40만원,-
3,이하,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,안무겁게,bold
2,느낌을,-
3,주는,-
4,산미가약한,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,해비한,bold
4,느낌의,-
5,십오만대,-
6,와인,-
7,추천해줘,-
8,,-
1,덜쓴,tannic
2,달짝지근한,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,떫지않았으면,tannic
2,8만대,-
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,쓰지않고,tannic
2,부드러운,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌감이높은,tannic
2,상큼했으면,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안달며,sweet
2,맛에,-
3,헤비한,bold
4,느낌으로,-
5,산더낮은,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,안단,sweet
4,풀바디하게,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,육만원보다,-
9,낮은,-
10,,-
1,달콤했으면,sweet
2,와인,-
3,중에,-
4,새콤하고,acidic
5,30만보다,-
6,저렴한,-
7,와인,-
8,추천해줘,-
9,,-
1,조금시큼한,acidic
2,와인,-
3,중에서,-
4,40000정도의,-
5,추천,-
6,해줄래,-
7,바디감은,-
8,가볍지않은거로,bold
9,,-
10,,-
1,레드와인,category
2,에,-
3,청량,bold
4,느낌을,-
5,주는,-
6,단,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,않단,sweet
4,와인,-
5,중에,-
6,안신거,acidic
7,맛의,-
8,화이트와인,category
9,와인,-
10,보여줘,-
1,2만대의,-
2,안단걸로,sweet
3,맛,-
4,좀,-
5,내는,-
6,화이트와인,category
7,와인,-
1,안셨으면,acidic
2,와인으로,-
3,라이트하게,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,라이트한,bold
4,느낌있는,-
5,500000정도,-
6,와인,-
7,레드와인,category
8,로,-
9,추천해줘,-
10,,-
1,레드와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,상큼했으면,acidic
7,맛나는,-
8,2만원보다,-
9,비싼,-
10,와인,-
1,드라이한거,sweet
2,맛에,-
3,상쾌하며,bold
4,느낌으로,-
5,쌉쓰름한,tannic
6,추천해줘,-
7,,-
1,달짝지근한거로,sweet
2,맛에,-
3,덜쓰고,tannic
4,느낌으로,-
5,조금시큼하고,acidic
6,추천해줘,-
7,,-
1,달달,sweet
2,맛에,-
3,70000대,-
4,느낌으로,-
5,타닌이보통인,tannic
6,추천해줘,-
7,,-
1,부드럽지않은,tannic
2,맛에,-
3,견고한,bold
4,느낌으로,-
5,조금시큼한걸로,acidic
6,추천해줘,-
7,,-
1,진하며,bold
2,맛에,-
3,타닌감높은,tannic
4,느낌으로,-
5,5만대의,-
6,추천해줘,-
7,,-
1,상큼한,acidic
2,맛에,-
3,쓰고,tannic
4,느낌으로,-
5,10000보다,-
6,저렴한,-
7,추천해줘,-
8,,-
1,달지않은,sweet
2,가볍,bold
3,느낌,-
4,있는,-
5,안셨으면,acidic
6,레드와인,category
7,와인,-
8,있을까,-
1,안달게,sweet
2,마실,-
3,때,-
4,무거운거로,bold
5,느낌,-
6,주는,-
7,이십만원보다,-
8,비싼,-
9,의,-
10,화이트와인,category
11,와인,-
12,추천,-
13,부탁해,-
1,당도가있는,sweet
2,화이트와인,category
3,와인인데,-
4,적당한산도의,acidic
5,600000원대,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,상큼한,acidic
5,화이트와인,category
6,와인으로,-
7,상쾌하며,bold
8,6만원,-
9,어치,-
10,추천해줘,-
1,간단하게,-
2,마실,-
3,당도높은,sweet
4,목,-
5,넘김은,-
6,안무거운걸로,bold
7,느낌으로,-
8,시큼했으면,acidic
9,400000보다,-
10,저렴한,-
11,와인,-
12,추천해줘,-
13,,-
1,달짝지근한걸로,sweet
2,바디감높은,bold
3,느낌,-
4,있는,-
5,산미가높은,acidic
6,거칠지않은,tannic
7,와인,-
8,있을까,-
1,단맛,sweet
2,상쾌한,bold
3,느낌,-
4,있는,-
5,목넘김이가벼운,tannic
6,300000원,-
7,넘어도,-
8,와인,-
9,있을까,-
1,달지않으며,sweet
2,부드럽지않은,tannic
3,느낌,-
4,있는,-
5,시지않게,acidic
6,500000이하,-
7,와인,-
8,있을까,-
1,탄닌이있는,tannic
2,찐한,bold
3,느낌,-
4,있는,-
5,새콤한,acidic
6,8만원,-
7,와인,-
8,있을까,-
1,새콤한거로,acidic
2,레드와인,category
3,와인으로,-
4,당도는,-
5,드라이,sweet
6,바디감은,-
7,상쾌했으면,bold
8,추천해줘,-
9,가격은,-
10,10000정도,-
11,,-
1,시큼했으면,acidic
2,살짝스파이시한,tannic
3,느낌의,-
4,당도는,-
5,달콤,sweet
6,바디감은,-
7,안무거운,bold
8,추천해줘,-
9,가격은,-
10,7만원보다,-
11,비싼,-
12,,-
1,아무,-
2,포도주나,-
3,추천해줘,-
1,화이트와인,category
2,와인,-
3,추천해줘,-
1,드라이하게,sweet
2,분위기,-
3,좋은,-
4,와인,-
5,추천해줘,-
1,와인,-
2,처음,-
3,먹어보는데,-
4,청량한,bold
5,느낌있는,-
6,걸로,-
7,추천,-
8,해줄래,-
1,저녁에,-
2,마실,-
3,산미가낮은,acidic
4,와인이,-
5,있을까,-
1,파티할,-
2,때,-
3,마실,-
4,80000원쯤,-
5,와인,-
6,좀,-
7,추천해줘,-
1,안떫고,tannic
2,와인,-
3,추천해줘,-
1,적당히달은,sweet
2,와인,-
3,추천해줘,-
4,종류는,-
5,화이트와인,category
6,,-
1,화이트와인,category
2,와인,-
3,중에,-
4,라이트,bold
5,와인,-
6,있어,-
1,조금시큼,acidic
2,레드와인,category
3,와인,-
4,있을까,-
1,친구들이랑,-
2,마실건데,-
3,오만대,-
4,레드와인,category
5,와인,-
6,추천,-
1,화날,-
2,때,-
3,먹을,-
4,달짝지근한거로,sweet
5,진하고,bold
6,와인,-
7,있어,-
8,,-
1,산미,acidic
2,8만대의,-
3,취하지,-
4,않게,-
5,기분만,-
6,낼,-
7,수,-
8,있는,-
9,와인,-
10,추천해줘,-
11,,-
1,시큼한걸로,acidic
2,와인,-
3,있으면,-
4,추천해줘,-
5,달짝지근하고,sweet
6,,-
1,달짝지근한거,sweet
2,오만원,-
3,넘어도,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,안무겁게,bold
2,느낌을,-
3,주는,-
4,산미가높은,acidic
5,맛이,-
6,괜찮은,-
7,와인,-
8,추천해줘,-
9,,-
1,기분을,-
2,달래줄,-
3,살짝무거운,bold
4,느낌의,-
5,20000원,-
6,와인,-
7,추천해줘,-
8,,-
1,타닌감이높은,tannic
2,스위트했으면,sweet
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,쌉쌀한,tannic
2,60000원,-
3,이하,-
4,의,-
5,와인,-
6,추천해줘,-
7,,-
1,떫은,tannic
2,부드러운,bold
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,타닌이강한,tannic
2,신거로,acidic
3,의,-
4,와인,-
5,추천해줘,-
6,,-
1,안달달한거로,sweet
2,맛에,-
3,가벼운거,bold
4,느낌으로,-
5,산미가없는,acidic
6,추천해줘,-
7,,-
1,와인,-
2,중에,-
3,달달하며,sweet
4,무거우며,bold
5,느낌의,-
6,와인,-
7,추천해줘,-
8,구만원,-
9,넘어도,-
10,,-
1,달콤하고,sweet
2,와인,-
3,중에,-
4,산미가없는,acidic
5,30만원보다,-
6,비싼,-
7,와인,-
8,추천해줘,-
9,,-
1,상큼한걸로,acidic
2,와인,-
3,중에서,-
4,7만보다,-
5,저렴한,-
6,추천,-
7,해줄래,-
8,바디감은,-
9,끈적한거로,bold
10,,-
11,,-
1,레드와인,category
2,에,-
3,풀바디로,bold
4,느낌을,-
5,주는,-
6,달달한,sweet
7,맛의,-
8,와인,-
9,,-
1,선물로,-
2,구매할,-
3,스위트한걸로,sweet
4,와인,-
5,중에,-
6,안신거로,acidic
7,맛의,-
8,레드와인,category
9,와인,-
10,보여줘,-
1,이만원보다,-
2,비싼,-
3,달짝지근한걸로,sweet
4,맛,-
5,좀,-
6,내는,-
7,레드와인,category
8,와인,-
1,새콤한걸로,acidic
2,와인으로,-
3,끈적하고,bold
4,느낌을,-
5,주는,-
6,레드와인,category
7,추천,-
1,싸우고,-
2,화해할,-
3,헤비한걸로,bold
4,느낌있는,-
5,3만대,-
6,와인,-
7,레드와인,category
8,로,-
9,추천해줘,-
10,,-
1,화이트와인,category
2,와인,-
3,중에서,-
4,마실,-
5,때,-
6,적당히신,acidic
7,맛나는,-
8,이만원,-
9,이하,-
10,와인,-
1,달달,sweet
2,맛에,-
3,상쾌하며,bold
4,느낌으로,-
5,깔끔한느낌,tannic
6,추천해줘,-
7,,-
1,달짝지근하게,sweet
2,맛에,-
3,탄닌감이보통인,tannic
4,느낌으로,-
5,아주산미,acidic
6,추천해줘,-
7,,-
1,달콤한거로,sweet
2,맛에,-
3,100000대,-
4,느낌으로,-
5,스파이시가강한,tannic
6,추천해줘,-
7,,-
1,타닌감이없는,tannic
2,맛에,-
3,진하며,bold
4,느낌으로,-
5,산미가낮은,acidic
6,추천해줘,-
7,,-
1,상쾌한걸로,bold
2,맛에,-
3,적당히타닌,tannic
4,느낌으로,-
5,1만원보다,-
6,낮은,-
7,추천해줘,-
8,,-
1,새콤한걸로,acidic
2,맛에,-
3,떫지않은거로,tannic
4,느낌으로,-
5,이만원쯤,-
6,추천해줘,-
7,,-
1,많이단,sweet
2,안무거운걸로,bold
3,느낌,-
4,있는,-
5,신맛이나는,acidic
6,화이트와인,category
7,와인,-
8,있을까,-
1,달달하지않은거로,sweet
2,마실,-
3,때,-
4,무겁고,bold
5,느낌,-
6,주는,-
7,3만이하,-
8,의,-
9,레드와인,category
10,와인,-
11,추천,-
12,부탁해,-
1,달달한거로,sweet
2,레드와인,category
3,와인인데,-
4,상큼했으면,acidic
5,90000원대,-
6,와인,-
7,추천해줘,-
1,와인,-
2,잘,-
3,모르는데,-
4,상큼한,acidic
5,레드와인,category
6,와인으로,-
7,가벼운거로,bold
8,70000정도,-
9,추천해줘,-
1,간단하게,-
2,마실,-
3,당도가낮은,sweet
4,목,-
5,넘김은,-
6,청량하고,bold
7,느낌으로,-
8,적당한산도의,acidic
9,40만원대,-
10,와인,-
11,추천해줘,-
12,,-
1,스위트한걸로,sweet
2,청량한걸로,bold
3,느낌,-
4,있는,-
5,시큼한거,acidic
6,많이쓰지않은,tannic
7,와인,-
8,있을까,-
1,드라이한,sweet
2,끈적한무겁지만,bold
3,느낌,-
4,있는,-
5,쓴,tannic
6,9만원,-
7,넘어도,-
8,와인,-
9,있을까,-
1,들척지근한,sweet
2,쌉싸래하고,tannic
3,느낌,-
4,있는,-
5,산미가낮은,acidic
6,20000원보다,-
7,저렴한,-
8,와인,-
9,있을까,-
1,떫지않은거로,tannic
2,헤비로,bold
3,느낌,-
4,있는,-
5,시큼,acidic
6,400000원대의,-
7,와인,-
8,있을까,-
1,시지않은거로,acidic
2,화이트와인,category
3,와인으로,-
4,당도는,-
5,안달달했으면,sweet
6,바디감은,-
7,해비한거,bold
